noun_phrase,frequency,score
voting procedures,2,-5204
unanimous voting,2,-5204
anonymous voting,2,-5204
preferential voting,2,-5204
voting paradoxes,2,-5204
voting correspondences,2,-5204
referendum voting,2,-5204
voting schemes,2,-5204
multi-algorithm voting,2,-5204
packing items,2,-5204
voting method,2,-5204
wind parks,2,-5210
operation strategies,2,-5210
car parks,2,-5210
irregular domains,2,-5212
chosen,2,-5214
statistical parameters,5,-8215
sales forecasts,2,-5220
optimal sales,2,-5220
retail sales,2,-5220
early sales,2,-5220
the sales,2,-5220
digital realization,2,-5222
stochastic realization,2,-5222
practical realization,2,-5222
relative randomness,2,-5222
fast realization,2,-5222
connectionist realization,2,-5222
efficient realization,2,-5222
mixed uncertainty,2,-5228
news aggregation,2,-5230
integral operators,5,-8230
interaction strategies,3,-6231
the realisation,2,-5232
mixed formulation,2,-5234
sweet spots,3,-6237
operating efficiency,2,-5240
decision strategies,4,-7240
system operating,2,-5240
operating characteristics,2,-5240
operating environments,2,-5240
multiple features,36,-39240
shift estimation,3,-6246
neighborhood operator,2,-5246
d operator,2,-5246
geometric operator,2,-5246
averaging operator,2,-5246
mean operator,2,-5246
crossover operator,2,-5246
operator algebras,2,-5246
complete operator,2,-5246
multiscale operator,2,-5246
perron-frobenius operator,2,-5246
multilinear operator,2,-5246
partners,14,-17248
swimming,8,-11248
documents,116,-119248
highway networks,3,-6249
interval weights,2,-5256
wins,2,-5258
channel coding,9,-12258
bags,9,-12258
detection scheme,14,-17262
a gateway,13,-16263
bands,6,-9264
dynamic recommendation,2,-5264
distributed computing,34,-37264
categorical decisions,2,-5266
auditing decisions,2,-5266
classifier decisions,2,-5266
human decisions,2,-5266
clinical decisions,2,-5266
censored decisions,2,-5266
legal decisions,2,-5266
binary decisions,2,-5266
many-valued decisions,2,-5266
purchasing decisions,2,-5266
perceptual decisions,2,-5266
cooperative strategies,5,-8275
deteriorating items,39,-42276
all-electric ships,2,-5278
inshore ships,2,-5278
autonomous ships,2,-5278
automated agents,3,-6279
masters,3,-6282
dynamic constraints,7,-10283
abstraction mechanisms,2,-5284
selected papers,45,-48285
fixed number,3,-6288
fixed size,3,-6288
fixed degree,3,-6288
qualitative patterns,2,-5290
optimal advertising,5,-8290
sms advertising,5,-8290
reduced papr,2,-5292
reduced dynamics,2,-5292
reduced switching,2,-5292
reduced sampling,2,-5292
reduced overhead,2,-5292
reduced representations,2,-5292
energy applications,2,-5294
entanglement witnesses,6,-9294
qualitative relations,2,-5296
mutual influences,2,-5296
dominant strategies,3,-6297
accounting conservatism,2,-5298
cpu accounting,2,-5298
socio-theoretic accounts,2,-5302
common weights,3,-6303
variable weights,3,-6303
detailed placement,2,-5304
contact networks,2,-5304
detailed design,2,-5304
detailed model,2,-5304
gathering statistics,2,-5304
detailed exploration,2,-5304
detailed survey,2,-5304
protecting data,5,-8305
atomic gases,3,-6306
the details,2,-5306
atomistic details,2,-5306
graph games,2,-5308
non-cooperative games,2,-5308
designing games,2,-5308
extensive-form games,2,-5308
normal-form games,2,-5308
sender-receiver games,2,-5308
convex games,2,-5308
asynchronous games,2,-5308
interdiction games,2,-5308
mean-field games,2,-5308
pursuit-evasion games,2,-5308
bargaining games,2,-5308
basketball games,2,-5308
multi-leader-follower games,2,-5308
chance-constrained games,2,-5308
positional games,2,-5308
pushdown games,2,-5308
nonlocal games,2,-5308
combinatorial games,2,-5308
computing bounds,4,-7308
signaling games,2,-5308
bi-matrix games,2,-5308
sequencing games,2,-5308
static games,2,-5308
programming games,2,-5308
social games,2,-5308
moba games,2,-5308
smartphone games,2,-5308
achievement games,2,-5308
privacy games,2,-5308
hybrid games,2,-5308
thue games,2,-5308
banach games,2,-5308
the games,2,-5308
language games,2,-5308
zero-sum games,2,-5308
chess games,2,-5308
multi-player games,2,-5308
grandmaster games,2,-5308
microarray games,2,-5308
algorithmic improvements,2,-5310
possible improvements,2,-5310
agricultural areas,7,-10311
bank branches,6,-9312
branches,6,-9312
qos improvement,2,-5312
wireless components,2,-5312
power improvement,2,-5312
segmentation improvement,2,-5312
yield improvement,2,-5312
rapid improvement,2,-5312
improving interactions,2,-5314
improving business,2,-5314
improving collaborative,2,-5314
improving convergence,2,-5314
improving orthogonality,2,-5314
improving retrievability,2,-5314
improving lifetime,2,-5314
improving semantic,2,-5314
improving tcp/ip,2,-5314
improving localization,2,-5314
improving tcp,2,-5314
improving generalization,2,-5314
improving english,2,-5314
improving scale,2,-5314
improving qos,2,-5314
improving power,2,-5314
improving network,2,-5314
improving linearity,2,-5314
improving eeg,2,-5314
improving protein,2,-5314
improved robustness,2,-5316
improved control,2,-5316
improved particle,2,-5316
improved fairness,2,-5316
improved wavelet,2,-5316
improved ga,2,-5316
improved routability,2,-5316
improved quadtree,2,-5316
improved algorithms,2,-5316
improved parallelism,2,-5316
improved reduction,2,-5316
improved cuckoo,2,-5316
improved adaboost.rt,2,-5316
improved lifetime,2,-5316
multiple parents,3,-6318
component coordination,3,-6318
gray model,4,-7320
series solutions,2,-5324
security councils,3,-6327
faulty elements,3,-6327
attack defense,2,-5328
defense system,2,-5328
fundamental issues,4,-7328
optimal defense,2,-5328
technological tools,2,-5328
malware defense,2,-5328
infinite chains,4,-7328
passive attacks,2,-5330
derived operators,2,-5330
the employment,2,-5332
reconstruction framework,3,-6333
need satisfaction,2,-5336
pushing,3,-6336
employer attractiveness,2,-5336
adaptive recommendation,2,-5340
vehicle safety,2,-5340
vehicle tracking,6,-9342
dependent mixtures,2,-5342
image signals,2,-5344
strong components,3,-6345
two pairs,5,-8345
heterogeneous beliefs,4,-7348
signature generation,2,-5348
extensive operators,2,-5348
aware applications,2,-5354
location uncertainty,3,-6354
neighbourhoods,5,-8355
basic structures,2,-5356
basic objectives,2,-5356
basic functions,2,-5356
basic algorithms,2,-5356
basic analysis,2,-5356
energy holes,2,-5358
items,40,-43360
noisy environment,10,-13360
noisy observations,10,-13360
repeats,3,-6360
linear forests,4,-7364
human tracking,9,-12366
nonuniform samples,3,-6369
wrong samples,3,-6369
the morality,2,-5384
knowledge gathering,4,-7384
weak keys,5,-8385
the keys,5,-8385
hierarchical bases,2,-5398
computational aspects,34,-37400
maximal curves,5,-8400
2 curves,5,-8400
191xx standards,2,-5402
calibration standards,2,-5402
reference standards,2,-5402
it standards,2,-5402
enterprise standards,2,-5402
security standards,2,-5402
design standards,2,-5402
service strategies,3,-6402
standards committee,2,-5402
iso standards,2,-5402
micro standards,2,-5402
a standards,2,-5402
gold standards,2,-5402
osi standards,2,-5402
different standards,2,-5402
standards dynamics,2,-5402
web standards,2,-5402
resistance standards,2,-5402
frequency standards,2,-5402
capacitance standards,2,-5402
registration errors,4,-7404
ac motors,3,-6405
ultrasonic motors,3,-6405
bldc motors,3,-6405
selective compensation,3,-6405
permanent-magnet motors,3,-6405
transportation models,2,-5406
aims,4,-7408
transport models,2,-5408
stackelberg solutions,4,-7412
their solutions,4,-7412
soliton solutions,4,-7412
compromise solutions,4,-7412
current solutions,4,-7412
bang-bang solutions,4,-7412
generalized solutions,4,-7412
transient solutions,4,-7412
discontinuous solutions,4,-7412
myopic solutions,4,-7412
rear wheels,4,-7416
marking optimization,2,-5416
the marking,2,-5416
marking,2,-5416
document similarity,3,-6417
marked graphs,2,-5418
fiducial marks,2,-5420
aggregation scheme,6,-9420
gray maps,2,-5420
open issues,29,-32422
alternative strategies,3,-6426
scientist,4,-7428
minimal realization,2,-5430
automation objects,2,-5430
integrated solutions,2,-5436
representing,2,-5442
representing matrices,2,-5442
warning system,4,-7444
location trusted,2,-5446
improved routing,2,-5450
shadows,7,-10451
everyday life,17,-20451
space filling,2,-5452
filling,2,-5452
hole filling,2,-5452
balanced designs,3,-6453
interactive tools,2,-5454
balancing problem,3,-6456
the balancing,3,-6456
charge balancing,3,-6456
high-performance computing,36,-39456
dropping,2,-5458
tourist destinations,4,-7460
approximation techniques,4,-7460
advertising strategies,2,-5460
causal direction,3,-6465
two-dimensional direction,3,-6465
gradient direction,3,-6465
direction selectivity,3,-6465
distinguishing,5,-8470
formulated products,2,-5472
pharmaceutical products,2,-5472
bad products,2,-5472
remanufacturable products,2,-5472
repairable products,2,-5472
fiber products,2,-5472
semidirect products,2,-5472
amalgamated products,2,-5472
some products,2,-5472
3 products,2,-5472
lexicographic products,2,-5472
cloud products,2,-5472
e-learning products,2,-5472
smart products,2,-5472
intermodulation products,2,-5472
disjoint products,2,-5472
long-life products,2,-5472
several products,2,-5472
available products,2,-5472
inner products,2,-5472
oil production,2,-5474
biomass production,2,-5474
higgs production,2,-5474
abandoned objects,2,-5474
production cells,2,-5474
fabric production,2,-5474
multiscale production,2,-5474
production loss,2,-5474
production function,2,-5474
wine production,2,-5474
sugar production,2,-5474
ice production,2,-5474
content production,2,-5474
literature production,2,-5474
time production,2,-5474
language production,2,-5474
mobile units,2,-5476
parallel units,2,-5476
reserves,4,-7476
processor units,2,-5476
neural units,2,-5476
visual patterns,2,-5476
dg units,2,-5476
lexical units,2,-5476
unity method,2,-5478
critical range,2,-5482
critical sections,2,-5482
critical exponent,2,-5482
critical environments,2,-5482
critical sequences,2,-5482
critical software,2,-5482
critical loads,2,-5482
critical events,2,-5482
critics,2,-5484
features extraction,7,-10486
automatic estimation,8,-11488
binary characters,2,-5488
numerical libraries,4,-7488
non-player characters,2,-5488
similar characters,2,-5488
arabic characters,2,-5488
boundary crossing,3,-6489
processing unit,2,-5494
mobile stations,2,-5498
declaration,3,-6498
the stations,2,-5498
coding scheme,4,-7500
vehicular clouds,5,-8500
virtualized clouds,5,-8500
visual processing,12,-15504
minimum models,2,-5506
northwest yunnan,2,-5508
northwest greenland,2,-5508
northwest territories,2,-5508
northwest india,2,-5508
migration models,2,-5508
long-span bridges,3,-6510
northeast brazil,2,-5510
northeast iran,2,-5510
existing tenants,2,-5512
existing buildings,2,-5512
existing controllers,2,-5512
ethical decisions,2,-5514
computing resources,3,-6516
location errors,4,-7516
reactive agents,2,-5516
balanced allocations,2,-5518
processing service,3,-6519
insider threats,10,-13520
random delays,8,-11520
locality preserving,4,-7524
preserving privacy,4,-7524
trojan horses,2,-5526
gates,14,-17528
related publications,2,-5528
interactive maps,4,-7536
external shocks,3,-6537
integrated applications,2,-5540
fixed orientation,2,-5540
healthy volunteers,2,-5542
image indexing,14,-17542
distinctive features,3,-6543
numerical examination,3,-6543
book reviews,4,-7544
virtual screening,5,-8545
agricultural images,3,-6546
container loading,2,-5546
container security,2,-5546
expert recommendation,2,-5556
parameter constraints,4,-7556
unique solutions,3,-6558
discovering,3,-6561
virtual districts,2,-5562
wireless transceivers,6,-9564
wireless security,6,-9564
wireless sensing,6,-9564
special collections,4,-7564
random attacks,2,-5564
emerging networks,2,-5568
target direction,2,-5570
police officers,2,-5572
selected issues,3,-6573
official,2,-5574
media objects,2,-5574
simulation languages,2,-5580
interactive agents,2,-5582
flexible models,2,-5582
opportunistic networking,4,-7584
tolerant networking,4,-7584
autonomic networking,4,-7584
hoc networking,4,-7584
bluetooth networks,4,-7588
economic networks,4,-7588
longitudinal networks,4,-7588
sip networks,4,-7588
decentralized networks,4,-7588
networks ',4,-7588
collaboration networks,4,-7588
asymmetric networks,4,-7588
multi-service networks,4,-7588
802.15.4 networks,4,-7588
can networks,4,-7588
global networks,4,-7588
multicomputer networks,4,-7588
feedforward networks,4,-7588
public networks,4,-7588
pervasive networks,4,-7588
hopfield networks,4,-7588
tcp/ip networks,4,-7588
wired/wireless networks,4,-7588
acyclic networks,4,-7588
csma networks,4,-7588
myoelectric signs,2,-5588
planar networks,4,-7588
the networks,4,-7588
dwdm networks,4,-7588
multi-domain networks,4,-7588
reversible languages,2,-5588
networks of,4,-7588
bus networks,4,-7588
reconfigurable networks,4,-7588
hypercube networks,4,-7588
generalized networks,4,-7588
telecom networks,4,-7588
life signs,2,-5588
voip networks,4,-7588
internet-of-things networks,4,-7588
3gpp networks,4,-7588
openflow networks,4,-7588
quantum networks,4,-7588
star networks,4,-7588
fog networks,4,-7588
association networks,4,-7588
ofdma-based networks,4,-7588
cr networks,4,-7588
terrestrial networks,4,-7588
multi-relay networks,4,-7588
tsch networks,4,-7588
b3g networks,4,-7588
ami networks,4,-7588
networked microgrids,4,-7588
6lowpan networks,4,-7588
edit distances,2,-5590
computing clouds,2,-5592
technical solutions,2,-5594
cognitive engineering,3,-6594
algorithm engineering,3,-6594
earthquake engineering,3,-6594
genetic engineering,3,-6594
engineering courses,3,-6594
engineering support,3,-6594
security engineering,3,-6594
engineering technologies,3,-6594
database engineering,3,-6594
engineering databases,3,-6594
control engineering,3,-6594
system engineering,3,-6594
engineering knowledge,3,-6594
engineering review,3,-6594
language engineering,3,-6594
quality engineering,3,-6594
engineering software,3,-6594
concurrent games,2,-5596
mixed images,3,-6597
physical education,9,-12600
hidden failures,4,-7600
common-cause failures,4,-7600
some aspects,36,-39600
risk sharing,2,-5604
cost sharing,2,-5604
profit sharing,2,-5604
secure sharing,2,-5604
shared registers,2,-5606
shared airspace,2,-5606
shared context,2,-5606
shared control,2,-5606
multiple frames,3,-6606
shared verification,2,-5606
shared buffer,2,-5606
shared ontologies,2,-5606
steel frames,3,-6606
semantic frames,3,-6606
shared cache,2,-5606
market shares,2,-5608
colonies,7,-10612
classification tasks,7,-10612
communications networks,2,-5614
the tools,5,-8615
computing similarity,3,-6615
forensic applications,4,-7620
science applications,4,-7620
library applications,4,-7620
smart applications,4,-7620
social applications,4,-7620
applications 40,4,-7620
ups applications,4,-7620
portable applications,4,-7620
mm-wave applications,4,-7620
large-scale applications,4,-7620
health-care applications,4,-7620
pervasive applications,4,-7620
robotics applications,4,-7620
gis applications,4,-7620
software applications,4,-7620
blockchain applications,4,-7620
imaging applications,4,-7620
cloud-native applications,4,-7620
climate applications,4,-7620
